CLIENTE_ID;EDAD;SEXO;PROVINCIA_ID;RANGO_EDAD;KEY_POBLACION
Cliente 18751;64;MUJER;36;60_64;MUJER_36_60_64
Cliente 18752;37;MUJER;36;35_39;MUJER_36_35_39
Cliente 18753;37;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 18754;27;MUJER;15;25_29;MUJER_15_25_29
Cliente 18755;19;HOMBRE;36;15_19;HOMBRE_36_15_19
Cliente 18756;31;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 18757;58;HOMBRE;27;55_59;HOMBRE_27_55_59
Cliente 18758;61;MUJER;36;60_64;MUJER_36_60_64
Cliente 18759;49;HOMBRE;27;45_49;HOMBRE_27_45_49
Cliente 18760;33;MUJER;36;30_34;MUJER_36_30_34
Cliente 18761;34;MUJER;36;30_34;MUJER_36_30_34
Cliente 18762;42;MUJER;15;40_44;MUJER_15_40_44
Cliente 18763;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 18764;55;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 18765;58;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 18766;29;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 18767;42;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 18768;34;HOMBRE;32;30_34;HOMBRE_32_30_34
Cliente 18769;35;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 18770;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 18771;49;HOMBRE;27;45_49;HOMBRE_27_45_49
Cliente 18772;32;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 18773;20;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 18774;25;MUJER;36;25_29;MUJER_36_25_29
Cliente 18775;51;MUJER;36;50_54;MUJER_36_50_54
Cliente 18776;32;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 18777;39;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 18778;35;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 18779;22;MUJER;36;20_24;MUJER_36_20_24
Cliente 18780;49;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 18781;35;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 18782;54;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 18783;36;MUJER;36;35_39;MUJER_36_35_39
Cliente 18784;34;MUJER;32;30_34;MUJER_32_30_34
Cliente 18785;22;MUJER;36;20_24;MUJER_36_20_24
Cliente 18786;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 18787;22;MUJER;36;20_24;MUJER_36_20_24
Cliente 18788;48;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 18789;49;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 18790;33;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 18791;31;MUJER;36;30_34;MUJER_36_30_34
Cliente 18792;24;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 18793;37;MUJER;36;35_39;MUJER_36_35_39
Cliente 18794;53;MUJER;32;50_54;MUJER_32_50_54
Cliente 18795;44;HOMBRE;27;40_44;HOMBRE_27_40_44
Cliente 18796;32;MUJER;15;30_34;MUJER_15_30_34
Cliente 18797;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 18798;27;MUJER;36;25_29;MUJER_36_25_29
Cliente 18799;51;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 18800;28;MUJER;32;25_29;MUJER_32_25_29
Cliente 18801;29;MUJER;36;25_29;MUJER_36_25_29
Cliente 18802;24;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 18803;40;HOMBRE;32;40_44;HOMBRE_32_40_44
Cliente 18804;49;MUJER;15;45_49;MUJER_15_45_49
Cliente 18805;50;HOMBRE;27;50_54;HOMBRE_27_50_54
Cliente 18806;39;HOMBRE;32;35_39;HOMBRE_32_35_39
Cliente 18807;56;HOMBRE;27;55_59;HOMBRE_27_55_59
Cliente 18808;25;MUJER;15;25_29;MUJER_15_25_29
Cliente 18809;48;HOMBRE;27;45_49;HOMBRE_27_45_49
Cliente 18810;44;MUJER;36;40_44;MUJER_36_40_44
Cliente 18811;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 18812;51;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 18813;23;HOMBRE;27;20_24;HOMBRE_27_20_24
Cliente 18814;30;MUJER;36;30_34;MUJER_36_30_34
Cliente 18815;23;MUJER;15;20_24;MUJER_15_20_24
Cliente 18816;57;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 18817;25;MUJER;32;25_29;MUJER_32_25_29
Cliente 18818;25;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 18819;64;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 18820;45;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 18821;41;HOMBRE;27;40_44;HOMBRE_27_40_44
Cliente 18822;49;MUJER;36;45_49;MUJER_36_45_49
Cliente 18823;29;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 18824;39;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 18825;24;MUJER;36;20_24;MUJER_36_20_24
Cliente 18826;28;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 18827;45;MUJER;15;45_49;MUJER_15_45_49
Cliente 18828;19;HOMBRE;36;15_19;HOMBRE_36_15_19
Cliente 18829;57;MUJER;15;55_59;MUJER_15_55_59
Cliente 18830;23;MUJER;15;20_24;MUJER_15_20_24
Cliente 18831;52;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 18832;54;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 18833;53;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 18834;34;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 18835;37;MUJER;36;35_39;MUJER_36_35_39
Cliente 18836;34;HOMBRE;32;30_34;HOMBRE_32_30_34
Cliente 18837;24;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 18838;38;MUJER;27;35_39;MUJER_27_35_39
Cliente 18839;32;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 18840;24;MUJER;15;20_24;MUJER_15_20_24
Cliente 18841;41;MUJER;15;40_44;MUJER_15_40_44
Cliente 18842;60;HOMBRE;32;60_64;HOMBRE_32_60_64
Cliente 18843;19;HOMBRE;27;15_19;HOMBRE_27_15_19
Cliente 18844;42;MUJER;15;40_44;MUJER_15_40_44
Cliente 18845;55;MUJER;36;55_59;MUJER_36_55_59
Cliente 18846;24;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 18847;19;HOMBRE;15;15_19;HOMBRE_15_15_19
Cliente 18848;63;MUJER;36;60_64;MUJER_36_60_64
Cliente 18849;25;MUJER;27;25_29;MUJER_27_25_29
Cliente 18850;55;MUJER;15;55_59;MUJER_15_55_59
Cliente 18851;23;MUJER;32;20_24;MUJER_32_20_24
Cliente 18852;51;HOMBRE;32;50_54;HOMBRE_32_50_54
Cliente 18853;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 18854;50;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 18855;37;MUJER;15;35_39;MUJER_15_35_39
Cliente 18856;24;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 18857;44;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 18858;40;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 18859;21;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 18860;49;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 18861;32;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 18862;24;MUJER;27;20_24;MUJER_27_20_24
Cliente 18863;22;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 18864;29;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 18865;32;MUJER;32;30_34;MUJER_32_30_34
Cliente 18866;29;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 18867;24;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 18868;64;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 18869;28;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 18870;44;MUJER;36;40_44;MUJER_36_40_44
Cliente 18871;28;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 18872;58;HOMBRE;32;55_59;HOMBRE_32_55_59
Cliente 18873;21;MUJER;15;20_24;MUJER_15_20_24
Cliente 18874;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 18875;26;HOMBRE;32;25_29;HOMBRE_32_25_29
Cliente 18876;51;MUJER;27;50_54;MUJER_27_50_54
Cliente 18877;39;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 18878;47;HOMBRE;27;45_49;HOMBRE_27_45_49
Cliente 18879;50;MUJER;36;50_54;MUJER_36_50_54
Cliente 18880;40;HOMBRE;32;40_44;HOMBRE_32_40_44
Cliente 18881;51;HOMBRE;32;50_54;HOMBRE_32_50_54
Cliente 18882;44;MUJER;32;40_44;MUJER_32_40_44
Cliente 18883;37;HOMBRE;32;35_39;HOMBRE_32_35_39
Cliente 18884;33;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 18885;54;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 18886;33;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 18887;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 18888;64;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 18889;60;HOMBRE;27;60_64;HOMBRE_27_60_64
Cliente 18890;47;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 18891;23;MUJER;15;20_24;MUJER_15_20_24
Cliente 18892;58;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 18893;50;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 18894;46;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 18895;37;MUJER;36;35_39;MUJER_36_35_39
Cliente 18896;35;MUJER;36;35_39;MUJER_36_35_39
Cliente 18897;37;HOMBRE;27;35_39;HOMBRE_27_35_39
Cliente 18898;25;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 18899;63;HOMBRE;27;60_64;HOMBRE_27_60_64
Cliente 18900;34;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 18901;51;HOMBRE;32;50_54;HOMBRE_32_50_54
Cliente 18902;46;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 18903;36;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 18904;34;MUJER;32;30_34;MUJER_32_30_34
Cliente 18905;26;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 18906;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 18907;40;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 18908;50;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 18909;27;MUJER;36;25_29;MUJER_36_25_29
Cliente 18910;37;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 18911;64;HOMBRE;27;60_64;HOMBRE_27_60_64
Cliente 18912;39;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 18913;45;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 18914;37;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 18915;31;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 18916;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 18917;51;MUJER;36;50_54;MUJER_36_50_54
Cliente 18918;42;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 18919;27;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 18920;35;MUJER;15;35_39;MUJER_15_35_39
Cliente 18921;51;MUJER;15;50_54;MUJER_15_50_54
Cliente 18922;25;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 18923;24;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 18924;36;MUJER;15;35_39;MUJER_15_35_39
Cliente 18925;24;MUJER;36;20_24;MUJER_36_20_24
Cliente 18926;37;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 18927;41;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 18928;27;MUJER;15;25_29;MUJER_15_25_29
Cliente 18929;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 18930;42;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 18931;29;MUJER;15;25_29;MUJER_15_25_29
Cliente 18932;35;MUJER;27;35_39;MUJER_27_35_39
Cliente 18933;24;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 18934;43;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 18935;38;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 18936;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 18937;43;MUJER;36;40_44;MUJER_36_40_44
Cliente 18938;28;MUJER;36;25_29;MUJER_36_25_29
Cliente 18939;20;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 18940;39;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 18941;33;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 18942;40;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 18943;22;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 18944;40;MUJER;36;40_44;MUJER_36_40_44
Cliente 18945;37;MUJER;15;35_39;MUJER_15_35_39
Cliente 18946;45;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 18947;55;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 18948;34;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 18949;41;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 18950;35;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 18951;56;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 18952;44;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 18953;32;MUJER;15;30_34;MUJER_15_30_34
Cliente 18954;43;MUJER;15;40_44;MUJER_15_40_44
Cliente 18955;22;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 18956;59;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 18957;29;HOMBRE;32;25_29;HOMBRE_32_25_29
Cliente 18958;44;MUJER;15;40_44;MUJER_15_40_44
Cliente 18959;39;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 18960;30;MUJER;36;30_34;MUJER_36_30_34
Cliente 18961;32;MUJER;36;30_34;MUJER_36_30_34
Cliente 18962;36;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 18963;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 18964;41;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 18965;27;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 18966;41;HOMBRE;32;40_44;HOMBRE_32_40_44
Cliente 18967;46;HOMBRE;27;45_49;HOMBRE_27_45_49
Cliente 18968;27;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 18969;25;MUJER;15;25_29;MUJER_15_25_29
Cliente 18970;49;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 18971;51;MUJER;15;50_54;MUJER_15_50_54
Cliente 18972;24;MUJER;36;20_24;MUJER_36_20_24
Cliente 18973;32;MUJER;36;30_34;MUJER_36_30_34
Cliente 18974;21;MUJER;36;20_24;MUJER_36_20_24
Cliente 18975;39;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 18976;69;MUJER;15;65_69;MUJER_15_65_69
Cliente 18977;27;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 18978;45;HOMBRE;32;45_49;HOMBRE_32_45_49
Cliente 18979;46;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 18980;42;MUJER;36;40_44;MUJER_36_40_44
Cliente 18981;39;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 18982;39;MUJER;36;35_39;MUJER_36_35_39
Cliente 18983;55;MUJER;27;55_59;MUJER_27_55_59
Cliente 18984;31;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 18985;31;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 18986;46;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 18987;32;MUJER;15;30_34;MUJER_15_30_34
Cliente 18988;28;MUJER;27;25_29;MUJER_27_25_29
Cliente 18989;63;HOMBRE;27;60_64;HOMBRE_27_60_64
Cliente 18990;31;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 18991;39;MUJER;36;35_39;MUJER_36_35_39
Cliente 18992;25;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 18993;50;MUJER;15;50_54;MUJER_15_50_54
Cliente 18994;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 18995;30;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 18996;21;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 18997;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 18998;27;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 18999;53;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 19000;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 19001;27;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 19002;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 19003;37;HOMBRE;27;35_39;HOMBRE_27_35_39
Cliente 19004;52;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 19005;32;MUJER;36;30_34;MUJER_36_30_34
Cliente 19006;47;MUJER;36;45_49;MUJER_36_45_49
Cliente 19007;45;MUJER;15;45_49;MUJER_15_45_49
Cliente 19008;32;MUJER;32;30_34;MUJER_32_30_34
Cliente 19009;44;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 19010;24;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 19011;49;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 19012;26;HOMBRE;32;25_29;HOMBRE_32_25_29
Cliente 19013;53;MUJER;36;50_54;MUJER_36_50_54
Cliente 19014;27;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 19015;33;HOMBRE;32;30_34;HOMBRE_32_30_34
Cliente 19016;48;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 19017;51;MUJER;36;50_54;MUJER_36_50_54
Cliente 19018;40;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 19019;20;MUJER;32;20_24;MUJER_32_20_24
Cliente 19020;42;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 19021;21;MUJER;15;20_24;MUJER_15_20_24
Cliente 19022;33;MUJER;27;30_34;MUJER_27_30_34
Cliente 19023;50;MUJER;15;50_54;MUJER_15_50_54
Cliente 19024;24;MUJER;36;20_24;MUJER_36_20_24
Cliente 19025;35;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 19026;47;MUJER;36;45_49;MUJER_36_45_49
Cliente 19027;46;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 19028;46;HOMBRE;27;45_49;HOMBRE_27_45_49
Cliente 19029;40;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 19030;27;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 19031;26;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 19032;51;HOMBRE;27;50_54;HOMBRE_27_50_54
Cliente 19033;36;HOMBRE;27;35_39;HOMBRE_27_35_39
Cliente 19034;23;MUJER;36;20_24;MUJER_36_20_24
Cliente 19035;21;MUJER;15;20_24;MUJER_15_20_24
Cliente 19036;20;MUJER;36;20_24;MUJER_36_20_24
Cliente 19037;54;MUJER;27;50_54;MUJER_27_50_54
Cliente 19038;55;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 19039;41;MUJER;36;40_44;MUJER_36_40_44
Cliente 19040;27;MUJER;36;25_29;MUJER_36_25_29
Cliente 19041;30;MUJER;27;30_34;MUJER_27_30_34
Cliente 19042;59;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 19043;23;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 19044;26;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 19045;42;MUJER;36;40_44;MUJER_36_40_44
Cliente 19046;32;MUJER;15;30_34;MUJER_15_30_34
Cliente 19047;51;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 19048;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 19049;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 19050;23;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 19051;29;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 19052;32;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 19053;44;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 19054;48;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 19055;41;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 19056;47;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 19057;31;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 19058;20;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 19059;29;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 19060;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 19061;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 19062;28;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 19063;24;MUJER;36;20_24;MUJER_36_20_24
Cliente 19064;31;MUJER;36;30_34;MUJER_36_30_34
Cliente 19065;27;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 19066;43;HOMBRE;32;40_44;HOMBRE_32_40_44
Cliente 19067;60;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 19068;30;MUJER;32;30_34;MUJER_32_30_34
Cliente 19069;23;HOMBRE;32;20_24;HOMBRE_32_20_24
Cliente 19070;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 19071;31;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 19072;54;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 19073;35;MUJER;36;35_39;MUJER_36_35_39
Cliente 19074;34;MUJER;27;30_34;MUJER_27_30_34
Cliente 19075;34;MUJER;32;30_34;MUJER_32_30_34
Cliente 19076;43;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 19077;57;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 19078;56;MUJER;15;55_59;MUJER_15_55_59
Cliente 19079;33;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 19080;38;HOMBRE;27;35_39;HOMBRE_27_35_39
Cliente 19081;33;MUJER;15;30_34;MUJER_15_30_34
Cliente 19082;34;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 19083;58;MUJER;15;55_59;MUJER_15_55_59
Cliente 19084;58;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 19085;45;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 19086;45;MUJER;27;45_49;MUJER_27_45_49
Cliente 19087;36;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 19088;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 19089;44;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 19090;28;MUJER;36;25_29;MUJER_36_25_29
Cliente 19091;26;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 19092;21;HOMBRE;32;20_24;HOMBRE_32_20_24
Cliente 19093;24;MUJER;36;20_24;MUJER_36_20_24
Cliente 19094;37;MUJER;36;35_39;MUJER_36_35_39
Cliente 19095;29;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 19096;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 19097;41;MUJER;36;40_44;MUJER_36_40_44
Cliente 19098;40;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 19099;27;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 19100;37;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 19101;40;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 19102;22;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 19103;23;MUJER;36;20_24;MUJER_36_20_24
Cliente 19104;66;MUJER;15;65_69;MUJER_15_65_69
Cliente 19105;26;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 19106;42;MUJER;15;40_44;MUJER_15_40_44
Cliente 19107;59;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 19108;26;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 19109;43;HOMBRE;32;40_44;HOMBRE_32_40_44
Cliente 19110;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 19111;37;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 19112;44;HOMBRE;27;40_44;HOMBRE_27_40_44
Cliente 19113;48;HOMBRE;32;45_49;HOMBRE_32_45_49
Cliente 19114;51;MUJER;27;50_54;MUJER_27_50_54
Cliente 19115;45;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 19116;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 19117;42;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 19118;38;MUJER;36;35_39;MUJER_36_35_39
Cliente 19119;35;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 19120;38;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 19121;24;MUJER;27;20_24;MUJER_27_20_24
Cliente 19122;30;MUJER;15;30_34;MUJER_15_30_34
Cliente 19123;39;HOMBRE;27;35_39;HOMBRE_27_35_39
Cliente 19124;36;MUJER;36;35_39;MUJER_36_35_39
Cliente 19125;31;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 19126;49;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 19127;54;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 19128;53;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 19129;52;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 19130;34;MUJER;36;30_34;MUJER_36_30_34
Cliente 19131;38;MUJER;15;35_39;MUJER_15_35_39
Cliente 19132;31;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 19133;22;MUJER;36;20_24;MUJER_36_20_24
Cliente 19134;25;HOMBRE;32;25_29;HOMBRE_32_25_29
Cliente 19135;49;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 19136;55;MUJER;15;55_59;MUJER_15_55_59
Cliente 19137;36;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 19138;44;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 19139;49;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 19140;24;HOMBRE;27;20_24;HOMBRE_27_20_24
Cliente 19141;45;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 19142;37;MUJER;27;35_39;MUJER_27_35_39
Cliente 19143;47;HOMBRE;27;45_49;HOMBRE_27_45_49
Cliente 19144;27;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 19145;53;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 19146;42;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 19147;31;MUJER;36;30_34;MUJER_36_30_34
Cliente 19148;29;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 19149;39;HOMBRE;32;35_39;HOMBRE_32_35_39
Cliente 19150;46;MUJER;32;45_49;MUJER_32_45_49
Cliente 19151;34;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 19152;33;HOMBRE;32;30_34;HOMBRE_32_30_34
